amostra,regra,risco_fadiga,valor_risco_fadiga,pertinencia_risco_fadiga,forca_ativacao,pertinencia_implicacao
1,1,muito_baixo,0,0.5986295174174946,0.5986295174174946,0.5986295174174946
1,1,muito_baixo,1,0.5986295174174946,0.5986295174174946,0.5986295174174946
1,1,muito_baixo,2,0.5986295174174946,0.5986295174174946,0.5986295174174946
1,1,muito_baixo,3,0.5986295174174946,0.5986295174174946,0.5986295174174946
1,1,muito_baixo,4,0.5986295174174946,0.5986295174174946,0.5986295174174946
1,1,muito_baixo,5,0.5986295174174946,0.5986295174174946,0.5986295174174946
1,1,muito_baixo,6,0.5986295174174946,0.5986295174174946,0.5986295174174946
1,1,muito_baixo,7,0.5986295174174946,0.5986295174174946,0.5986295174174946
1,1,muito_baixo,8,0.5986295174174946,0.5986295174174946,0.5986295174174946
1,1,muito_baixo,9,0.5986295174174946,0.5986295174174946,0.5986295174174946
1,1,muito_baixo,10,0.5986295174174946,0.5986295174174946,0.5986295174174946
1,1,muito_baixo,11,0.5953704628204891,0.5986295174174946,0.5953704628204891
1,1,muito_baixo,12,0.582895207806573,0.5986295174174946,0.582895207806573
1,1,muito_baixo,13,0.5568700197314592,0.5986295174174946,0.5568700197314592
1,1,muito_baixo,14,0.5140037928350717,0.5986295174174946,0.5140037928350717
1,1,muito_baixo,15,0.45372645119981003,0.5986295174174946,0.45372645119981003
1,1,muito_baixo,16,0.3783536797353128,0.5986295174174946,0.3783536797353128
1,1,muito_baixo,17,0.2917361961120592,0.5986295174174946,0.2917361961120592
1,1,muito_baixo,18,0.19779247579111395,0.5986295174174946,0.19779247579111395
1,1,muito_baixo,19,0.09975121798559,0.5986295174174946,0.09975121798559
1,1,muito_baixo,20,0.0,0.5986295174174946,0.0
1,1,muito_baixo,21,0.0,0.5986295174174946,0.0
1,1,muito_baixo,22,0.0,0.5986295174174946,0.0
1,1,muito_baixo,23,0.0,0.5986295174174946,0.0
1,1,muito_baixo,24,0.0,0.5986295174174946,0.0
1,1,muito_baixo,25,0.0,0.5986295174174946,0.0
1,1,muito_baixo,26,0.0,0.5986295174174946,0.0
1,1,muito_baixo,27,0.0,0.5986295174174946,0.0
1,1,muito_baixo,28,0.0,0.5986295174174946,0.0
1,1,muito_baixo,29,0.0,0.5986295174174946,0.0
1,1,muito_baixo,30,0.0,0.5986295174174946,0.0
1,1,muito_baixo,31,0.0,0.5986295174174946,0.0
1,1,muito_baixo,32,0.0,0.5986295174174946,0.0
1,1,muito_baixo,33,0.0,0.5986295174174946,0.0
1,1,muito_baixo,34,0.0,0.5986295174174946,0.0
1,1,muito_baixo,35,0.0,0.5986295174174946,0.0
1,1,muito_baixo,36,0.0,0.5986295174174946,0.0
1,1,muito_baixo,37,0.0,0.5986295174174946,0.0
1,1,muito_baixo,38,0.0,0.5986295174174946,0.0
1,1,muito_baixo,39,0.0,0.5986295174174946,0.0
1,1,muito_baixo,40,0.0,0.5986295174174946,0.0
1,1,muito_baixo,41,0.0,0.5986295174174946,0.0
1,1,muito_baixo,42,0.0,0.5986295174174946,0.0
1,1,muito_baixo,43,0.0,0.5986295174174946,0.0
1,1,muito_baixo,44,0.0,0.5986295174174946,0.0
1,1,muito_baixo,45,0.0,0.5986295174174946,0.0
1,1,muito_baixo,46,0.0,0.5986295174174946,0.0
1,1,muito_baixo,47,0.0,0.5986295174174946,0.0
1,1,muito_baixo,48,0.0,0.5986295174174946,0.0
1,1,muito_baixo,49,0.0,0.5986295174174946,0.0
1,1,muito_baixo,50,0.0,0.5986295174174946,0.0
1,1,muito_baixo,51,0.0,0.5986295174174946,0.0
1,1,muito_baixo,52,0.0,0.5986295174174946,0.0
1,1,muito_baixo,53,0.0,0.5986295174174946,0.0
1,1,muito_baixo,54,0.0,0.5986295174174946,0.0
1,1,muito_baixo,55,0.0,0.5986295174174946,0.0
1,1,muito_baixo,56,0.0,0.5986295174174946,0.0
1,1,muito_baixo,57,0.0,0.5986295174174946,0.0
1,1,muito_baixo,58,0.0,0.5986295174174946,0.0
1,1,muito_baixo,59,0.0,0.5986295174174946,0.0
1,1,muito_baixo,60,0.0,0.5986295174174946,0.0
1,1,muito_baixo,61,0.0,0.5986295174174946,0.0
1,1,muito_baixo,62,0.0,0.5986295174174946,0.0
1,1,muito_baixo,63,0.0,0.5986295174174946,0.0
1,1,muito_baixo,64,0.0,0.5986295174174946,0.0
1,1,muito_baixo,65,0.0,0.5986295174174946,0.0
1,1,muito_baixo,66,0.0,0.5986295174174946,0.0
1,1,muito_baixo,67,0.0,0.5986295174174946,0.0
1,1,muito_baixo,68,0.0,0.5986295174174946,0.0
1,1,muito_baixo,69,0.0,0.5986295174174946,0.0
1,1,muito_baixo,70,0.0,0.5986295174174946,0.0
1,1,muito_baixo,71,0.0,0.5986295174174946,0.0
1,1,muito_baixo,72,0.0,0.5986295174174946,0.0
1,1,muito_baixo,73,0.0,0.5986295174174946,0.0
1,1,muito_baixo,74,0.0,0.5986295174174946,0.0
1,1,muito_baixo,75,0.0,0.5986295174174946,0.0
1,1,muito_baixo,76,0.0,0.5986295174174946,0.0
1,1,muito_baixo,77,0.0,0.5986295174174946,0.0
1,1,muito_baixo,78,0.0,0.5986295174174946,0.0
1,1,muito_baixo,79,0.0,0.5986295174174946,0.0
1,1,muito_baixo,80,0.0,0.5986295174174946,0.0
1,1,muito_baixo,81,0.0,0.5986295174174946,0.0
1,1,muito_baixo,82,0.0,0.5986295174174946,0.0
1,1,muito_baixo,83,0.0,0.5986295174174946,0.0
1,1,muito_baixo,84,0.0,0.5986295174174946,0.0
1,1,muito_baixo,85,0.0,0.5986295174174946,0.0
1,1,muito_baixo,86,0.0,0.5986295174174946,0.0
1,1,muito_baixo,87,0.0,0.5986295174174946,0.0
1,1,muito_baixo,88,0.0,0.5986295174174946,0.0
1,1,muito_baixo,89,0.0,0.5986295174174946,0.0
1,1,muito_baixo,90,0.0,0.5986295174174946,0.0
1,1,muito_baixo,91,0.0,0.5986295174174946,0.0
1,1,muito_baixo,92,0.0,0.5986295174174946,0.0
1,1,muito_baixo,93,0.0,0.5986295174174946,0.0
1,1,muito_baixo,94,0.0,0.5986295174174946,0.0
1,1,muito_baixo,95,0.0,0.5986295174174946,0.0
1,1,muito_baixo,96,0.0,0.5986295174174946,0.0
1,1,muito_baixo,97,0.0,0.5986295174174946,0.0
1,1,muito_baixo,98,0.0,0.5986295174174946,0.0
1,1,muito_baixo,99,0.0,0.5986295174174946,0.0
1,1,muito_baixo,100,0.0,0.5986295174174946,0.0
2,2,muito_baixo,0,0.0885298108665429,0.08852981086654291,0.0885298108665429
2,2,muito_baixo,1,0.0885298108665429,0.08852981086654291,0.0885298108665429
2,2,muito_baixo,2,0.0885298108665429,0.08852981086654291,0.0885298108665429
2,2,muito_baixo,3,0.0885298108665429,0.08852981086654291,0.0885298108665429
2,2,muito_baixo,4,0.0885298108665429,0.08852981086654291,0.0885298108665429
2,2,muito_baixo,5,0.0885298108665429,0.08852981086654291,0.0885298108665429
2,2,muito_baixo,6,0.0885298108665429,0.08852981086654291,0.0885298108665429
2,2,muito_baixo,7,0.0885298108665429,0.08852981086654291,0.0885298108665429
2,2,muito_baixo,8,0.0885298108665429,0.08852981086654291,0.0885298108665429
2,2,muito_baixo,9,0.0885298108665429,0.08852981086654291,0.0885298108665429
2,2,muito_baixo,10,0.0885298108665429,0.08852981086654291,0.0885298108665429
2,2,muito_baixo,11,0.08852511219128767,0.08852981086654291,0.08852511219128767
2,2,muito_baixo,12,0.08850603176226526,0.08852981086654291,0.08850603176226526
2,2,muito_baixo,13,0.08845998571425188,0.08852981086654291,0.08845998571425188
2,2,muito_baixo,14,0.08836114356507166,0.08852981086654291,0.08836114356507166
2,2,muito_baixo,15,0.08815170219611891,0.08852981086654291,0.08815170219611891
2,2,muito_baixo,16,0.08768602352766816,0.08852981086654291,0.08768602352766816
2,2,muito_baixo,17,0.08652970395641722,0.08852981086654291,0.08652970395641722
2,2,muito_baixo,18,0.08301951253873772,0.08852981086654291,0.08301951253873772
2,2,muito_baixo,19,0.06814405554396423,0.08852981086654291,0.06814405554396423
2,2,muito_baixo,20,0.0,0.08852981086654291,0.0
2,2,muito_baixo,21,0.0,0.08852981086654291,0.0
2,2,muito_baixo,22,0.0,0.08852981086654291,0.0
2,2,muito_baixo,23,0.0,0.08852981086654291,0.0
2,2,muito_baixo,24,0.0,0.08852981086654291,0.0
2,2,muito_baixo,25,0.0,0.08852981086654291,0.0
2,2,muito_baixo,26,0.0,0.08852981086654291,0.0
2,2,muito_baixo,27,0.0,0.08852981086654291,0.0
2,2,muito_baixo,28,0.0,0.08852981086654291,0.0
2,2,muito_baixo,29,0.0,0.08852981086654291,0.0
2,2,muito_baixo,30,0.0,0.08852981086654291,0.0
2,2,muito_baixo,31,0.0,0.08852981086654291,0.0
2,2,muito_baixo,32,0.0,0.08852981086654291,0.0
2,2,muito_baixo,33,0.0,0.08852981086654291,0.0
2,2,muito_baixo,34,0.0,0.08852981086654291,0.0
2,2,muito_baixo,35,0.0,0.08852981086654291,0.0
2,2,muito_baixo,36,0.0,0.08852981086654291,0.0
2,2,muito_baixo,37,0.0,0.08852981086654291,0.0
2,2,muito_baixo,38,0.0,0.08852981086654291,0.0
2,2,muito_baixo,39,0.0,0.08852981086654291,0.0
2,2,muito_baixo,40,0.0,0.08852981086654291,0.0
2,2,muito_baixo,41,0.0,0.08852981086654291,0.0
2,2,muito_baixo,42,0.0,0.08852981086654291,0.0
2,2,muito_baixo,43,0.0,0.08852981086654291,0.0
2,2,muito_baixo,44,0.0,0.08852981086654291,0.0
2,2,muito_baixo,45,0.0,0.08852981086654291,0.0
2,2,muito_baixo,46,0.0,0.08852981086654291,0.0
2,2,muito_baixo,47,0.0,0.08852981086654291,0.0
2,2,muito_baixo,48,0.0,0.08852981086654291,0.0
2,2,muito_baixo,49,0.0,0.08852981086654291,0.0
2,2,muito_baixo,50,0.0,0.08852981086654291,0.0
2,2,muito_baixo,51,0.0,0.08852981086654291,0.0
2,2,muito_baixo,52,0.0,0.08852981086654291,0.0
2,2,muito_baixo,53,0.0,0.08852981086654291,0.0
2,2,muito_baixo,54,0.0,0.08852981086654291,0.0
2,2,muito_baixo,55,0.0,0.08852981086654291,0.0
2,2,muito_baixo,56,0.0,0.08852981086654291,0.0
2,2,muito_baixo,57,0.0,0.08852981086654291,0.0
2,2,muito_baixo,58,0.0,0.08852981086654291,0.0
2,2,muito_baixo,59,0.0,0.08852981086654291,0.0
2,2,muito_baixo,60,0.0,0.08852981086654291,0.0
