amostra,regra,risco_fadiga,valor_risco_fadiga,pertinencia_risco_fadiga,forca_ativacao,pertinencia_implicacao
1,1,muito_baixo,0,0.5753424657534246,0.5753424657534246,0.5753424657534246
1,1,muito_baixo,1,0.5753424657534246,0.5753424657534246,0.5753424657534246
1,1,muito_baixo,2,0.5753424657534246,0.5753424657534246,0.5753424657534246
1,1,muito_baixo,3,0.5753424657534246,0.5753424657534246,0.5753424657534246
1,1,muito_baixo,4,0.5753424657534246,0.5753424657534246,0.5753424657534246
1,1,muito_baixo,5,0.5753424657534246,0.5753424657534246,0.5753424657534246
1,1,muito_baixo,6,0.5753424657534246,0.5753424657534246,0.5753424657534246
1,1,muito_baixo,7,0.5753424657534246,0.5753424657534246,0.5753424657534246
1,1,muito_baixo,8,0.5753424657534246,0.5753424657534246,0.5753424657534246
1,1,muito_baixo,9,0.5753424657534246,0.5753424657534246,0.5753424657534246
1,1,muito_baixo,10,0.5753424657534246,0.5753424657534246,0.5753424657534246
1,1,muito_baixo,11,0.5407725321888411,0.5753424657534246,0.5407725321888411
1,1,muito_baixo,12,0.502994011976048,0.5753424657534246,0.502994011976048
1,1,muito_baixo,13,0.4615384615384616,0.5753424657534246,0.4615384615384616
1,1,muito_baixo,14,0.41584158415841577,0.5753424657534246,0.41584158415841577
1,1,muito_baixo,15,0.36521739130434777,0.5753424657534246,0.36521739130434777
1,1,muito_baixo,16,0.30882352941176466,0.5753424657534246,0.30882352941176466
1,1,muito_baixo,17,0.24561403508771928,0.5753424657534246,0.24561403508771928
1,1,muito_baixo,18,0.17427385892116182,0.5753424657534246,0.17427385892116182
1,1,muito_baixo,19,0.09312638580931265,0.5753424657534246,0.09312638580931265
1,1,muito_baixo,20,0.0,0.5753424657534246,0.0
1,1,muito_baixo,21,0.0,0.5753424657534246,0.0
1,1,muito_baixo,22,0.0,0.5753424657534246,0.0
1,1,muito_baixo,23,0.0,0.5753424657534246,0.0
1,1,muito_baixo,24,0.0,0.5753424657534246,0.0
1,1,muito_baixo,25,0.0,0.5753424657534246,0.0
1,1,muito_baixo,26,0.0,0.5753424657534246,0.0
1,1,muito_baixo,27,0.0,0.5753424657534246,0.0
1,1,muito_baixo,28,0.0,0.5753424657534246,0.0
1,1,muito_baixo,29,0.0,0.5753424657534246,0.0
1,1,muito_baixo,30,0.0,0.5753424657534246,0.0
1,1,muito_baixo,31,0.0,0.5753424657534246,0.0
1,1,muito_baixo,32,0.0,0.5753424657534246,0.0
1,1,muito_baixo,33,0.0,0.5753424657534246,0.0
1,1,muito_baixo,34,0.0,0.5753424657534246,0.0
1,1,muito_baixo,35,0.0,0.5753424657534246,0.0
1,1,muito_baixo,36,0.0,0.5753424657534246,0.0
1,1,muito_baixo,37,0.0,0.5753424657534246,0.0
1,1,muito_baixo,38,0.0,0.5753424657534246,0.0
1,1,muito_baixo,39,0.0,0.5753424657534246,0.0
1,1,muito_baixo,40,0.0,0.5753424657534246,0.0
1,1,muito_baixo,41,0.0,0.5753424657534246,0.0
1,1,muito_baixo,42,0.0,0.5753424657534246,0.0
1,1,muito_baixo,43,0.0,0.5753424657534246,0.0
1,1,muito_baixo,44,0.0,0.5753424657534246,0.0
1,1,muito_baixo,45,0.0,0.5753424657534246,0.0
1,1,muito_baixo,46,0.0,0.5753424657534246,0.0
1,1,muito_baixo,47,0.0,0.5753424657534246,0.0
1,1,muito_baixo,48,0.0,0.5753424657534246,0.0
1,1,muito_baixo,49,0.0,0.5753424657534246,0.0
1,1,muito_baixo,50,0.0,0.5753424657534246,0.0
1,1,muito_baixo,51,0.0,0.5753424657534246,0.0
1,1,muito_baixo,52,0.0,0.5753424657534246,0.0
1,1,muito_baixo,53,0.0,0.5753424657534246,0.0
1,1,muito_baixo,54,0.0,0.5753424657534246,0.0
1,1,muito_baixo,55,0.0,0.5753424657534246,0.0
1,1,muito_baixo,56,0.0,0.5753424657534246,0.0
1,1,muito_baixo,57,0.0,0.5753424657534246,0.0
1,1,muito_baixo,58,0.0,0.5753424657534246,0.0
1,1,muito_baixo,59,0.0,0.5753424657534246,0.0
1,1,muito_baixo,60,0.0,0.5753424657534246,0.0
1,1,muito_baixo,61,0.0,0.5753424657534246,0.0
1,1,muito_baixo,62,0.0,0.5753424657534246,0.0
1,1,muito_baixo,63,0.0,0.5753424657534246,0.0
1,1,muito_baixo,64,0.0,0.5753424657534246,0.0
1,1,muito_baixo,65,0.0,0.5753424657534246,0.0
1,1,muito_baixo,66,0.0,0.5753424657534246,0.0
1,1,muito_baixo,67,0.0,0.5753424657534246,0.0
1,1,muito_baixo,68,0.0,0.5753424657534246,0.0
1,1,muito_baixo,69,0.0,0.5753424657534246,0.0
1,1,muito_baixo,70,0.0,0.5753424657534246,0.0
1,1,muito_baixo,71,0.0,0.5753424657534246,0.0
1,1,muito_baixo,72,0.0,0.5753424657534246,0.0
1,1,muito_baixo,73,0.0,0.5753424657534246,0.0
1,1,muito_baixo,74,0.0,0.5753424657534246,0.0
1,1,muito_baixo,75,0.0,0.5753424657534246,0.0
1,1,muito_baixo,76,0.0,0.5753424657534246,0.0
